Input #1,Input #2,Output #1,Output #2,Output #3
2x Flash (C3),5x Voracious Spider (C15),1x Tank Zombie (C18),,
2x Flash (C3),5x Hideongift (C16),1x Lapis Zombie (C9),1x Mudworm (C25),
2x Flash (C3),5x Birries (C17),1x Lapis Zombie (C9),1x Tadgang (C20),
2x Flash (C3),5x Tank Zombie (C18),1x Zealot (C21),,
2x Flash (C3),5x Crow (C19),1x Lapis Zombie (C9),1x Mudworm (C25),2x Harpy (C24)
2x Flash (C3),2x Tadgang (C20),1x Lapis Zombie (C9),1x Coralot (C23),2x Rana (U39)
2x Flash (C3),5x Zealot (C21),1x Golden Ghoul (C27),,
2x Flash (C3),5x Coralot (C23),1x Lapis Zombie (C9),,
2x Flash (C3),5x Harpy (C24),1x Golden Ghoul (C27),2x Boreal Owl (C34),
2x Flash (C3),5x Mudworm (C25),1x Lapis Zombie (C9),,
2x Flash (C3),5x Golden Ghoul (C27),1x Azure (C29),,
2x Flash (C3),5x Azure (C29),1x Bezal (C30),,
2x Flash (C3),5x Bezal (C30),1x Yog (C33),,
2x Flash (C3),5x Yog (C33),1x Miner Zombie (C36),,
2x Flash (C3),5x Boreal Owl (C34),1x Lapis Zombie (C9),2x Harpy (C24),
2x Flash (C3),2x Newt (C35),1x Lapis Zombie (C9),,
2x Flash (C3),5x Miner Zombie (C36),2x Troglobyte (U6),,
2x Flash (C3),2x Bramble (U1),1x Lapis Zombie (C9),1x Pest (U10),
2x Flash (C3),2x Tide (U2),1x Lapis Zombie (C9),1x Mossybit (U11),
2x Flash (C3),2x Quake (U3),1x Rain Slime (U12),,
2x Flash (C3),5x Sparrow (U4),1x Lapis Zombie (C9),1x Pest (U10),2x Harpy (C24)
2x Flash (C3),5x Goldfin (U5),1x Lapis Zombie (C9),1x Mossybit (U11),
2x Flash (C3),5x Troglobyte (U6),1x Rain Slime (U12),2x Quartzfang (R33),
2x Flash (C3),5x Hideoncave (U7),1x Lapis Zombie (C9),1x Pest (U10),2x Hideongift (C16)
2x Flash (C3),2x Salamander (U8),1x Lapis Zombie (C9),1x Mossybit (U11),
2x Flash (C3),2x Cuboa (U9),1x Rain Slime (U12),2x Viper (U21),
2x Flash (C3),5x Pest (U10),1x Lapis Zombie (C9),1x Bambuleaf (U25),
2x Flash (C3),2x Mossybit (U11),1x Lapis Zombie (C9),1x Salmon (U20),2x Rana (U39)
2x Flash (C3),5x Rain Slime (U12),1x Seer (U15),,
2x Flash (C3),5x Seer (U15),1x Obsidian Defender (U18),,
2x Flash (C3),5x Heron (U16),1x Lapis Zombie (C9),1x Bambuleaf (U25),2x Harpy (C24)
2x Flash (C3),5x Obsidian Defender (U18),1x Zombie Soldier (U24),,
2x Flash (C3),5x Salmon (U20),1x Lapis Zombie (C9),1x Ent (U29),
2x Flash (C3),2x Viper (U21),1x Zombie Soldier (U24),,
2x Flash (C3),5x Praying Mantis (U22),1x Lapis Zombie (C9),1x Bambuleaf (U25),
2x Flash (C3),5x Zombie Soldier (U24),1x Sycophant (U27),,
2x Flash (C3),5x Bambuleaf (U25),1x Lapis Zombie (C9),1x Mochibear (U31),
2x Flash (C3),5x Sycophant (U27),1x Soul of the Alpha (U30),,
2x Flash (C3),5x Seagull (U28),1x Lapis Zombie (C9),1x Mochibear (U31),2x Harpy (C24)
2x Flash (C3),5x Ent (U29),1x Lapis Zombie (C9),1x Magma Slug (U32),
2x Flash (C3),5x Soul of the Alpha (U30),1x Flaming Spider (U33),,
2x Flash (C3),5x Mochibear (U31),1x Lapis Zombie (C9),,
2x Flash (C3),5x Magma Slug (U32),1x Lapis Zombie (C9),1x Stridersurfer (U38),
2x Flash (C3),5x Flaming Spider (U33),1x Bruiser (U36),,
2x Flash (C3),5x Kiwi (U34),1x Lapis Zombie (C9),2x Harpy (C24),2x Boreal Owl (C34)
2x Flash (C3),5x Stridersurfer (U38),1x Lapis Zombie (C9),,
2x Flash (C3),5x Termite (U40),1x Lapis Zombie (C9),,
2x Flash (C3),2x Sylvan (R1),1x Lapis Zombie (C9),1x Beaconmite (R7),
2x Flash (C3),2x Cascade (R2),1x Lapis Zombie (C9),1x Piranha (R11),
2x Flash (C3),2x Bolt (R3),1x Glacite Walker (R6),,
2x Flash (C3),5x Bambloom (R4),1x Lapis Zombie (C9),1x Beaconmite (R7),
2x Flash (C3),2x Toad (R5),1x Lapis Zombie (C9),1x Piranha (R11),2x Rana (U39)
2x Flash (C3),5x Glacite Walker (R6),1x Drowned (R18),,
2x Flash (C3),5x Beaconmite (R7),1x Lapis Zombie (C9),1x Invisibug (R10),
2x Flash (C3),2x Lizard King (R8),1x Lapis Zombie (C9),1x Piranha (R11),
2x Flash (C3),2x Python (R9),1x Drowned (R18),,
2x Flash (C3),5x Invisibug (R10),1x Lapis Zombie (C9),1x Dreadwing (R49),
2x Flash (C3),5x Piranha (R11),1x Lapis Zombie (C9),1x Abyssal Lanternfish (R23),
2x Flash (C3),5x Hideongeon (R13),1x Lapis Zombie (C9),1x Dreadwing (R49),2x Hideongift (C16)
2x Flash (C3),5x Lapis Skeleton (R15),1x Drowned (R18),2x Lapis Creeper (L12),
2x Flash (C3),5x Cropeetle (R16),1x Lapis Zombie (C9),1x Dreadwing (R49),
2x Flash (C3),5x Drowned (R18),1x Star Sentry (R21),,
2x Flash (C3),5x Star Sentry (R21),1x Arachne (R24),,
2x Flash (C3),5x Hideondra (R22),1x Lapis Zombie (C9),1x Dreadwing (R49),2x Hideongift (C16)
2x Flash (C3),5x Abyssal Lanternfish (R23),1x Lapis Zombie (C9),1x Silentdepth (R29),
2x Flash (C3),5x Arachne (R24),1x Revenant (R27),,
2x Flash (C3),5x Bitbug (R25),1x Lapis Zombie (C9),1x Dreadwing (R49),
2x Flash (C3),5x Revenant (R27),1x Skeletor (R30),,
2x Flash (C3),5x Silentdepth (R29),1x Lapis Zombie (C9),1x Snowfin (R35),
2x Flash (C3),5x Skeletor (R30),1x Thyst (R31),,
2x Flash (C3),5x Thyst (R31),1x Kada Knight (R36),2x Troglobyte (U6),
2x Flash (C3),5x Quartzfang (R33),1x Kada Knight (R36),2x Stalagmight (R51),2x Troglobyte (U6)
2x Flash (C3),5x Hideonring (R34),1x Lapis Zombie (C9),1x Dreadwing (R49),2x Hideongift (C16)
2x Flash (C3),5x Snowfin (R35),1x Lapis Zombie (C9),1x Carrot King (R38),
2x Flash (C3),5x Kada Knight (R36),1x Wither Specter (R39),,
2x Flash (C3),5x Carrot King (R38),1x Lapis Zombie (C9),1x Lumisquid (R44),
2x Flash (C3),5x Wither Specter (R39),1x Matcho (R42),,
2x Flash (C3),5x Matcho (R42),1x Crocodile (R45),,
2x Flash (C3),5x Ladybug (R43),1x Lapis Zombie (C9),1x Dreadwing (R49),
2x Flash (C3),5x Lumisquid (R44),1x Lapis Zombie (C9),1x Joydive (R50),
2x Flash (C3),2x Crocodile (R45),1x Draconic (R57),,
2x Flash (C3),2x Bullfrog (R46),1x Lapis Zombie (C9),1x Joydive (R50),2x Rana (U39)
2x Flash (C3),5x Dreadwing (R49),1x Lapis Zombie (C9),1x Fungloom (R52),
2x Flash (C3),5x Joydive (R50),1x Lapis Zombie (C9),1x Eel (R53),
2x Flash (C3),5x Stalagmight (R51),1x Draconic (R57),2x Troglobyte (U6),
2x Flash (C3),5x Fungloom (R52),1x Lapis Zombie (C9),2x Troglobyte (U6),
2x Flash (C3),2x Eel (R53),1x Lapis Zombie (C9),1x Lava Flame (R56),
2x Flash (C3),2x King Cobra (R54),1x Draconic (R57),,
2x Flash (C3),5x Lava Flame (R56),1x Lapis Zombie (C9),1x Inferno Koi (R59),
2x Flash (C3),5x Draconic (R57),1x Wither (R60),,
2x Flash (C3),5x Falcon (R58),1x Lapis Zombie (C9),2x Harpy (C24),2x Boreal Owl (C34)
2x Flash (C3),5x Inferno Koi (R59),1x Lapis Zombie (C9),,
2x Flash (C3),2x Gecko (R61),1x Lapis Zombie (C9),,
2x Flash (C3),2x Terra (E1),1x Lapis Zombie (C9),1x XYZ (E34),
2x Flash (C3),2x Cryo (E2),1x Lapis Zombie (C9),1x Water Hydra (E17),
2x Flash (C3),2x Aero (E3),1x Thorn (E12),,
2x Flash (C3),5x Pandarai (E4),1x Lapis Zombie (C9),1x XYZ (E34),
2x Flash (C3),2x Leviathan (E5),1x Lapis Zombie (C9),1x Water Hydra (E17),
2x Flash (C3),2x Alligator (E6),1x Thorn (E12),,
2x Flash (C3),2x Fenlord (E7),1x Lapis Zombie (C9),1x Water Hydra (E17),2x Rana (U39)
2x Flash (C3),2x Basilisk (E9),1x Thorn (E12),,
2x Flash (C3),2x Iguana (E10),1x Lapis Zombie (C9),1x XYZ (E34),
2x Flash (C3),2x Moray Eel (E11),1x Lapis Zombie (C9),1x Water Hydra (E17),
2x Flash (C3),5x Thorn (E12),1x Bal (E15),,
2x Flash (C3),5x Lunar Moth (E13),1x Lapis Zombie (C9),1x XYZ (E34),
2x Flash (C3),2x Fire Eel (E14),1x Lapis Zombie (C9),1x Water Hydra (E17),
2x Flash (C3),5x Bal (E15),1x Flare (E18),2x Troglobyte (U6),
2x Flash (C3),5x Hideonsack (E16),1x Lapis Zombie (C9),1x XYZ (E34),2x Hideongift (C16)
2x Flash (C3),5x Water Hydra (E17),1x Lapis Zombie (C9),1x Sea Emperor (E20),
2x Flash (C3),5x Flare (E18),1x Prince (E21),,
2x Flash (C3),5x Sea Emperor (E20),1x Lapis Zombie (C9),1x Shellwise (E26),
2x Flash (C3),5x Prince (E21),1x Mimic (E24),,
2x Flash (C3),2x Komodo Dragon (E22),1x Lapis Zombie (C9),1x XYZ (E34),
2x Flash (C3),5x Mimic (E24),1x Barbarian Duke X (E27),,
2x Flash (C3),2x Shellwise (E26),1x Lapis Zombie (C9),,
2x Flash (C3),5x Barbarian Duke X (E27),1x Hellwisp (E29),,
2x Flash (C3),5x Toucan (E28),1x Lapis Zombie (C9),1x XYZ (E34),2x Harpy (C24)
2x Flash (C3),5x Hellwisp (E29),1x Ghost (E33),,
2x Flash (C3),2x Caiman (E30),1x Ghost (E33),,
2x Flash (C3),5x Firefly (E31),1x Lapis Zombie (C9),1x XYZ (E34),
2x Flash (C3),2x Sea Serpent (E32),1x Lapis Zombie (C9),,
2x Flash (C3),5x Ghost (E33),2x Troglobyte (U6),,
2x Flash (C3),5x XYZ (E34),1x Lapis Zombie (C9),,
2x Flash (C3),2x Leatherback (E35),1x Lapis Zombie (C9),,
2x Flash (C3),5x Cavernshade (E36),2x Troglobyte (U6),,
2x Flash (C3),5x Dragonfly (E37),1x Lapis Zombie (C9),,
2x Flash (C3),2x Tenebris (L1),1x Lapis Zombie (C9),1x Cinderbat (L28),
2x Flash (C3),2x Blizzard (L2),1x Lapis Zombie (C9),1x Spike (L14),
2x Flash (C3),2x Tempest (L3),1x Endstone Protector (L9),,
2x Flash (C3),2x Chameleon (L4),1x Phanpyre (C4),1x Cod (C5),1x Bramble (U1)
2x Flash (C3),2x Tiamat (L6),1x Endstone Protector (L9),,
2x Flash (C3),2x Wyvern (L7),1x Lapis Zombie (C9),1x Cinderbat (L28),
2x Flash (C3),2x Tortoise (L8),1x Lapis Zombie (C9),1x Spike (L14),
2x Flash (C3),5x Endstone Protector (L9),1x Kraken (L15),,
2x Flash (C3),2x Naga (L11),1x Lapis Zombie (C9),1x Spike (L14),
2x Flash (C3),5x Lapis Creeper (L12),1x Kraken (L15),,
2x Flash (C3),5x Wartybug (L13),1x Lapis Zombie (C9),1x Cinderbat (L28),
2x Flash (C3),5x Spike (L14),1x Lapis Zombie (C9),1x Taurus (L17),
2x Flash (C3),5x Kraken (L15),1x Burningsoul (L27),,
2x Flash (C3),5x Taurus (L17),1x Lapis Zombie (C9),1x Shinyfish (L23),
2x Flash (C3),5x Daemon (L18),1x Burningsoul (L27),,
2x Flash (C3),5x Moltenfish (L20),1x Lapis Zombie (C9),1x Shinyfish (L23),
2x Flash (C3),5x Shinyfish (L23),1x Lapis Zombie (C9),1x Lord Jawbus (L26),
2x Flash (C3),5x Ananke (L24),1x Burningsoul (L27),2x Harpy (C24),2x Boreal Owl (C34)
2x Flash (C3),5x Hideonbox (L25),1x Lapis Zombie (C9),1x Cinderbat (L28),2x Hideongift (C16)
2x Flash (C3),5x Lord Jawbus (L26),1x Lapis Zombie (C9),,
2x Flash (C3),5x Burningsoul (L27),1x Power Dragon (L30),,
2x Flash (C3),5x Cinderbat (L28),1x Lapis Zombie (C9),,
2x Flash (C3),2x Megalith (L29),1x Lapis Zombie (C9),,
2x Flash (C3),5x Power Dragon (L30),1x Apex Dragon (L33),,
2x Flash (C3),5x Condor (L31),1x Lapis Zombie (C9),2x Harpy (C24),2x Boreal Owl (C34)
2x Flash (C3),5x Sun Fish (L32),1x Lapis Zombie (C9),,
2x Flash (C3),5x Dodo (L34),1x Lapis Zombie (C9),2x Harpy (C24),2x Boreal Owl (C34)
2x Flash (C3),5x Galaxy Fish (L41),1x Lapis Zombie (C9),,
5x Phanpyre (C4),2x Grove (C1),1x Phanflare (C7),,
5x Phanpyre (C4),2x Mist (C2),1x Phanflare (C7),1x Cod (C5),
5x Phanpyre (C4),2x Flash (C3),1x Phanflare (C7),1x Lapis Zombie (C9),
5x Phanpyre (C4),5x Phanpyre (C4),1x Phanflare (C7),,
5x Phanpyre (C4),5x Cod (C5),1x Phanflare (C7),1x Night Squid (C8),
5x Phanpyre (C4),5x Phanflare (C7),1x Hideonleaf (C10),,
5x Phanpyre (C4),5x Night Squid (C8),1x Phanflare (C7),1x Verdant (C11),
5x Phanpyre (C4),5x Lapis Zombie (C9),1x Phanflare (C7),1x Chill (C12),
5x Phanpyre (C4),5x Hideonleaf (C10),1x Mudworm (C25),2x Hideongift (C16),
5x Phanpyre (C4),5x Verdant (C11),1x Phanflare (C7),1x Sea Archer (C14),
5x Phanpyre (C4),5x Chill (C12),1x Phanflare (C7),1x Voracious Spider (C15),
5x Phanpyre (C4),5x Sea Archer (C14),1x Phanflare (C7),1x Birries (C17),
5x Phanpyre (C4),5x Voracious Spider (C15),1x Phanflare (C7),1x Tank Zombie (C18),
5x Phanpyre (C4),5x Hideongift (C16),1x Mudworm (C25),,
5x Phanpyre (C4),5x Birries (C17),1x Phanflare (C7),1x Tadgang (C20),
5x Phanpyre (C4),5x Tank Zombie (C18),1x Phanflare (C7),1x Zealot (C21),
5x Phanpyre (C4),5x Crow (C19),1x Mudworm (C25),2x Boreal Owl (C34),
5x Phanpyre (C4),2x Tadgang (C20),1x Phanflare (C7),1x Coralot (C23),2x Mossybit (U11)
5x Phanpyre (C4),5x Zealot (C21),1x Phanflare (C7),1x Golden Ghoul (C27),
5x Phanpyre (C4),5x Coralot (C23),1x Phanflare (C7),,
5x Phanpyre (C4),5x Harpy (C24),1x Phanflare (C7),1x Golden Ghoul (C27),2x Boreal Owl (C34)
5x Phanpyre (C4),5x Golden Ghoul (C27),1x Phanflare (C7),1x Azure (C29),
5x Phanpyre (C4),5x Azure (C29),1x Phanflare (C7),1x Bezal (C30),
5x Phanpyre (C4),5x Bezal (C30),1x Phanflare (C7),1x Yog (C33),
5x Phanpyre (C4),5x Yog (C33),1x Phanflare (C7),1x Miner Zombie (C36),
5x Phanpyre (C4),2x Newt (C35),1x Phanflare (C7),,
5x Phanpyre (C4),5x Miner Zombie (C36),1x Phanflare (C7),,
5x Phanpyre (C4),2x Bramble (U1),1x Pest (U10),2x Grove (C1),
5x Phanpyre (C4),2x Tide (U2),1x Phanflare (C7),1x Mossybit (U11),2x Grove (C1)
5x Phanpyre (C4),2x Quake (U3),1x Phanflare (C7),1x Rain Slime (U12),2x Grove (C1)
5x Phanpyre (C4),5x Sparrow (U4),1x Pest (U10),2x Grove (C1),2x Boreal Owl (C34)
5x Phanpyre (C4),5x Goldfin (U5),1x Phanflare (C7),1x Mossybit (U11),2x Grove (C1)
5x Phanpyre (C4),5x Troglobyte (U6),1x Phanflare (C7),1x Rain Slime (U12),2x Quartzfang (R33)
5x Phanpyre (C4),5x Hideoncave (U7),1x Pest (U10),2x Grove (C1),2x Hideongift (C16)
5x Phanpyre (C4),2x Salamander (U8),1x Phanflare (C7),1x Mossybit (U11),2x Grove (C1)
5x Phanpyre (C4),2x Cuboa (U9),1x Phanflare (C7),1x Rain Slime (U12),2x Grove (C1)
5x Phanpyre (C4),5x Pest (U10),1x Bambuleaf (U25),2x Grove (C1),
5x Phanpyre (C4),2x Mossybit (U11),1x Phanflare (C7),1x Salmon (U20),2x Grove (C1)
5x Phanpyre (C4),5x Rain Slime (U12),1x Phanflare (C7),1x Seer (U15),2x Grove (C1)
5x Phanpyre (C4),5x Seer (U15),1x Phanflare (C7),1x Obsidian Defender (U18),2x Grove (C1)
5x Phanpyre (C4),5x Heron (U16),1x Bambuleaf (U25),2x Grove (C1),2x Boreal Owl (C34)
5x Phanpyre (C4),5x Obsidian Defender (U18),1x Phanflare (C7),1x Zombie Soldier (U24),2x Grove (C1)
5x Phanpyre (C4),5x Salmon (U20),1x Phanflare (C7),1x Ent (U29),2x Grove (C1)
5x Phanpyre (C4),2x Viper (U21),1x Phanflare (C7),1x Zombie Soldier (U24),2x Grove (C1)
5x Phanpyre (C4),5x Praying Mantis (U22),1x Bambuleaf (U25),2x Grove (C1),
5x Phanpyre (C4),5x Zombie Soldier (U24),1x Phanflare (C7),1x Sycophant (U27),2x Grove (C1)
5x Phanpyre (C4),5x Bambuleaf (U25),1x Mochibear (U31),2x Grove (C1),
5x Phanpyre (C4),5x Sycophant (U27),1x Phanflare (C7),1x Soul of the Alpha (U30),2x Grove (C1)
5x Phanpyre (C4),5x Seagull (U28),1x Mochibear (U31),2x Grove (C1),2x Boreal Owl (C34)
5x Phanpyre (C4),5x Ent (U29),1x Phanflare (C7),1x Magma Slug (U32),2x Grove (C1)
5x Phanpyre (C4),5x Soul of the Alpha (U30),1x Phanflare (C7),1x Flaming Spider (U33),2x Grove (C1)
5x Phanpyre (C4),5x Mochibear (U31),2x Grove (C1),,
5x Phanpyre (C4),5x Magma Slug (U32),1x Phanflare (C7),1x Stridersurfer (U38),2x Grove (C1)
5x Phanpyre (C4),5x Flaming Spider (U33),1x Phanflare (C7),1x Bruiser (U36),2x Grove (C1)
5x Phanpyre (C4),5x Kiwi (U34),2x Grove (C1),2x Boreal Owl (C34),
5x Phanpyre (C4),5x Bruiser (U36),1x Phanflare (C7),2x Grove (C1),
5x Phanpyre (C4),5x Stridersurfer (U38),1x Phanflare (C7),2x Grove (C1),
5x Phanpyre (C4),2x Rana (U39),1x Phanflare (C7),2x Grove (C1),
5x Phanpyre (C4),5x Termite (U40),2x Cropeetle (R16),2x Grove (C1),
5x Phanpyre (C4),2x Sylvan (R1),1x Beaconmite (R7),2x Dreadwing (R49),2x Grove (C1)
5x Phanpyre (C4),2x Cascade (R2),1x Phanflare (C7),1x Piranha (R11),2x Dreadwing (R49)
5x Phanpyre (C4),2x Bolt (R3),1x Phanflare (C7),1x Glacite Walker (R6),2x Dreadwing (R49)
5x Phanpyre (C4),5x Bambloom (R4),1x Beaconmite (R7),2x Dreadwing (R49),2x Grove (C1)
5x Phanpyre (C4),2x Toad (R5),1x Phanflare (C7),1x Piranha (R11),2x Dreadwing (R49)
5x Phanpyre (C4),5x Glacite Walker (R6),1x Phanflare (C7),1x Drowned (R18),2x Dreadwing (R49)
5x Phanpyre (C4),5x Beaconmite (R7),1x Invisibug (R10),2x Dreadwing (R49),2x Grove (C1)
5x Phanpyre (C4),2x Lizard King (R8),1x Phanflare (C7),1x Piranha (R11),2x Dreadwing (R49)
5x Phanpyre (C4),2x Python (R9),1x Phanflare (C7),1x Drowned (R18),2x Dreadwing (R49)
5x Phanpyre (C4),5x Invisibug (R10),2x Dreadwing (R49),2x Cropeetle (R16),2x Grove (C1)
5x Phanpyre (C4),5x Piranha (R11),1x Phanflare (C7),1x Abyssal Lanternfish (R23),2x Dreadwing (R49)
5x Phanpyre (C4),5x Hideongeon (R13),2x Dreadwing (R49),2x Grove (C1),2x Hideongift (C16)
5x Phanpyre (C4),5x Lapis Skeleton (R15),1x Phanflare (C7),1x Drowned (R18),2x Lapis Creeper (L12)
5x Phanpyre (C4),5x Cropeetle (R16),2x Dreadwing (R49),2x Grove (C1),
5x Phanpyre (C4),5x Drowned (R18),1x Phanflare (C7),1x Star Sentry (R21),2x Dreadwing (R49)
5x Phanpyre (C4),5x Star Sentry (R21),1x Phanflare (C7),1x Arachne (R24),2x Dreadwing (R49)
5x Phanpyre (C4),5x Hideondra (R22),2x Dreadwing (R49),2x Grove (C1),2x Hideongift (C16)
5x Phanpyre (C4),5x Abyssal Lanternfish (R23),1x Phanflare (C7),1x Silentdepth (R29),2x Dreadwing (R49)
5x Phanpyre (C4),5x Arachne (R24),1x Phanflare (C7),1x Revenant (R27),2x Dreadwing (R49)
5x Phanpyre (C4),5x Bitbug (R25),2x Dreadwing (R49),2x Grove (C1),
5x Phanpyre (C4),5x Revenant (R27),1x Phanflare (C7),1x Skeletor (R30),2x Dreadwing (R49)
5x Phanpyre (C4),5x Silentdepth (R29),1x Phanflare (C7),1x Snowfin (R35),2x Dreadwing (R49)
5x Phanpyre (C4),5x Skeletor (R30),1x Phanflare (C7),1x Thyst (R31),2x Dreadwing (R49)
5x Phanpyre (C4),5x Thyst (R31),1x Phanflare (C7),1x Kada Knight (R36),2x Dreadwing (R49)
5x Phanpyre (C4),5x Quartzfang (R33),1x Phanflare (C7),1x Kada Knight (R36),2x Dreadwing (R49)
5x Phanpyre (C4),5x Hideonring (R34),2x Dreadwing (R49),2x Grove (C1),2x Hideongift (C16)
5x Phanpyre (C4),5x Snowfin (R35),1x Phanflare (C7),1x Carrot King (R38),2x Dreadwing (R49)
5x Phanpyre (C4),5x Kada Knight (R36),1x Phanflare (C7),1x Wither Specter (R39),2x Dreadwing (R49)
5x Phanpyre (C4),5x Carrot King (R38),1x Phanflare (C7),1x Lumisquid (R44),2x Dreadwing (R49)
5x Phanpyre (C4),5x Wither Specter (R39),1x Phanflare (C7),1x Matcho (R42),2x Dreadwing (R49)
5x Phanpyre (C4),5x Matcho (R42),1x Phanflare (C7),1x Crocodile (R45),2x Dreadwing (R49)
5x Phanpyre (C4),5x Ladybug (R43),2x Dreadwing (R49),2x Grove (C1),
5x Phanpyre (C4),5x Lumisquid (R44),1x Phanflare (C7),1x Joydive (R50),2x Dreadwing (R49)
5x Phanpyre (C4),2x Crocodile (R45),1x Phanflare (C7),1x Draconic (R57),2x Dreadwing (R49)
5x Phanpyre (C4),2x Bullfrog (R46),1x Phanflare (C7),1x Joydive (R50),2x Dreadwing (R49)
5x Phanpyre (C4),5x Dreadwing (R49),1x Fungloom (R52),2x Grove (C1),
5x Phanpyre (C4),5x Joydive (R50),1x Phanflare (C7),1x Eel (R53),2x Dreadwing (R49)
5x Phanpyre (C4),5x Stalagmight (R51),1x Phanflare (C7),1x Draconic (R57),2x Dreadwing (R49)
5x Phanpyre (C4),5x Fungloom (R52),2x Dreadwing (R49),2x Grove (C1),
5x Phanpyre (C4),2x Eel (R53),1x Phanflare (C7),1x Lava Flame (R56),2x Dreadwing (R49)
5x Phanpyre (C4),2x King Cobra (R54),1x Phanflare (C7),1x Draconic (R57),2x Dreadwing (R49)
5x Phanpyre (C4),5x Lava Flame (R56),1x Phanflare (C7),1x Inferno Koi (R59),2x Dreadwing (R49)
5x Phanpyre (C4),5x Draconic (R57),1x Phanflare (C7),1x Wither (R60),2x Dreadwing (R49)
5x Phanpyre (C4),5x Falcon (R58),2x Dreadwing (R49),2x Grove (C1),2x Boreal Owl (C34)
5x Phanpyre (C4),5x Inferno Koi (R59),1x Phanflare (C7),2x Dreadwing (R49),2x Grove (C1)
5x Phanpyre (C4),5x Wither (R60),1x Phanflare (C7),2x Dreadwing (R49),2x Grove (C1)
5x Phanpyre (C4),2x Gecko (R61),2x Dreadwing (R49),2x Grove (C1),
5x Phanpyre (C4),2x Terra (E1),1x XYZ (E34),2x Dreadwing (R49),2x Grove (C1)
5x Phanpyre (C4),2x Cryo (E2),1x Phanflare (C7),1x Water Hydra (E17),2x Dreadwing (R49)
5x Phanpyre (C4),2x Aero (E3),1x Phanflare (C7),1x Thorn (E12),2x Dreadwing (R49)
5x Phanpyre (C4),5x Pandarai (E4),1x XYZ (E34),2x Dreadwing (R49),2x Grove (C1)
5x Phanpyre (C4),2x Leviathan (E5),1x Phanflare (C7),1x Water Hydra (E17),2x Dreadwing (R49)
5x Phanpyre (C4),2x Alligator (E6),1x Phanflare (C7),1x Thorn (E12),2x Dreadwing (R49)
5x Phanpyre (C4),2x Fenlord (E7),1x Phanflare (C7),1x Water Hydra (E17),2x Dreadwing (R49)
5x Phanpyre (C4),2x Basilisk (E9),1x Phanflare (C7),1x Thorn (E12),2x Dreadwing (R49)
5x Phanpyre (C4),2x Iguana (E10),1x XYZ (E34),2x Dreadwing (R49),2x Grove (C1)
5x Phanpyre (C4),2x Moray Eel (E11),1x Phanflare (C7),1x Water Hydra (E17),2x Dreadwing (R49)
5x Phanpyre (C4),5x Thorn (E12),1x Phanflare (C7),1x Bal (E15),2x Dreadwing (R49)
5x Phanpyre (C4),5x Lunar Moth (E13),1x XYZ (E34),2x Dreadwing (R49),2x Grove (C1)
5x Phanpyre (C4),2x Fire Eel (E14),1x Phanflare (C7),1x Water Hydra (E17),2x Dreadwing (R49)
5x Phanpyre (C4),5x Bal (E15),1x Phanflare (C7),1x Flare (E18),2x Dreadwing (R49)
5x Phanpyre (C4),5x Hideonsack (E16),1x XYZ (E34),2x Dreadwing (R49),2x Grove (C1)
5x Phanpyre (C4),5x Water Hydra (E17),1x Phanflare (C7),1x Sea Emperor (E20),2x Dreadwing (R49)
5x Phanpyre (C4),5x Flare (E18),1x Phanflare (C7),1x Prince (E21),2x Dreadwing (R49)
5x Phanpyre (C4),5x Sea Emperor (E20),1x Phanflare (C7),1x Shellwise (E26),2x Dreadwing (R49)
5x Phanpyre (C4),5x Prince (E21),1x Phanflare (C7),1x Mimic (E24),2x Dreadwing (R49)
5x Phanpyre (C4),2x Komodo Dragon (E22),1x XYZ (E34),2x Dreadwing (R49),2x Grove (C1)
5x Phanpyre (C4),5x Mimic (E24),1x Phanflare (C7),1x Barbarian Duke X (E27),2x Dreadwing (R49)
5x Phanpyre (C4),2x Shellwise (E26),1x Phanflare (C7),2x Dreadwing (R49),2x Grove (C1)
5x Phanpyre (C4),5x Barbarian Duke X (E27),1x Phanflare (C7),1x Hellwisp (E29),2x Dreadwing (R49)
5x Phanpyre (C4),5x Toucan (E28),1x XYZ (E34),2x Dreadwing (R49),2x Grove (C1)
5x Phanpyre (C4),5x Hellwisp (E29),1x Phanflare (C7),1x Ghost (E33),2x Dreadwing (R49)
5x Phanpyre (C4),2x Caiman (E30),1x Phanflare (C7),1x Ghost (E33),2x Dreadwing (R49)
5x Phanpyre (C4),5x Firefly (E31),1x XYZ (E34),2x Dreadwing (R49),2x Grove (C1)
5x Phanpyre (C4),2x Sea Serpent (E32),1x Phanflare (C7),2x Dreadwing (R49),2x Grove (C1)
5x Phanpyre (C4),5x Ghost (E33),1x Phanflare (C7),2x Dreadwing (R49),2x Grove (C1)
5x Phanpyre (C4),5x XYZ (E34),2x Dreadwing (R49),2x Grove (C1),
5x Phanpyre (C4),2x Leatherback (E35),1x Phanflare (C7),2x Dreadwing (R49),2x Grove (C1)
5x Phanpyre (C4),5x Cavernshade (E36),1x Phanflare (C7),2x Dreadwing (R49),2x Grove (C1)
5x Phanpyre (C4),5x Dragonfly (E37),2x Dreadwing (R49),2x Grove (C1),
5x Phanpyre (C4),2x Tenebris (L1),1x Cinderbat (L28),2x Dreadwing (R49),2x Grove (C1)
5x Phanpyre (C4),2x Blizzard (L2),1x Phanflare (C7),1x Spike (L14),2x Dreadwing (R49)
